ticker,per_end_date,per_type,shares_out
WLKP,2024-09-30,Q,35.24
APPS,2024-09-30,Q,102.78
ARCB,2024-09-30,Q,23.65
WSFS,2024-09-30,Q,59.27
AMKR,2024-09-30,Q,246.63
AMIX,2024-09-30,Q,1.15
WSO,2024-09-30,Q,40.38
AMH,2024-09-30,Q,369.51
AMGN,2024-09-30,Q,537.53
WSO.B,2024-09-30,Q,40.38
AMPH,2024-09-30,Q,48.68
AMPG,2024-09-30,Q,11.09
WSBC,2024-09-30,Q,66.87
WSBF,2024-09-30,Q,19.46
AMP,2024-09-30,Q,97.01
AMN,2024-09-30,Q,38.0
WSC,2024-09-30,Q,184.76
AMBC,2024-09-30,Q,47.44
WTFC,2024-09-30,Q,66.5
WTI,2024-09-30,Q,146.86
AMAL,2024-09-30,Q,30.64
WTM,2024-09-30,Q,2.57
AM,2024-09-30,Q,481.32
AMC,2024-09-30,Q,364.94
WSR,2024-09-30,Q,50.65
AMED,2024-09-30,Q,32.74
WST,2024-09-30,Q,72.42
AME,2024-09-30,Q,231.31
AMD,2024-09-30,Q,1622.81
AMCX,2024-09-30,Q,44.1
WTBA,2024-09-30,Q,16.83
AMCR,2024-09-30,Q,1445.34
WT,2024-09-30,Q,151.86
AMPS,2024-09-30,Q,159.99
AN,2024-09-30,Q,39.65
AMZN,2024-09-30,Q,10515.01
ANDE,2024-09-30,Q,34.07
WORX,2024-09-30,Q,1.6
ANIP,2024-09-30,Q,21.08
ANGI,2024-09-30,Q,497.73
WPC,2024-09-30,Q,218.85
AMSF,2024-09-30,Q,19.05
AMSC,2024-09-30,Q,39.45
WRLD,2024-09-30,Q,5.85
AMS,2024-09-30,Q,6.36
AMRX,2024-09-30,Q,309.77
AMRK,2024-09-30,Q,23.17
AMRC,2024-09-30,Q,52.44
AMR,2024-09-30,Q,13.02
AMPY,2024-09-30,Q,39.74
WRB,2024-09-30,Q,381.07
AMTX,2024-09-30,Q,47.2
AMTB,2024-09-30,Q,42.11
AMT,2024-09-30,Q,467.29
ARCC,2024-09-30,Q,646.08
ATI,2024-09-30,Q,142.64
WCC,2024-09-30,Q,49.0
ATGE,2024-09-30,Q,37.49
WCN,2024-09-30,Q,258.06
ATIP,2024-09-30,Q,4.41
ATMU,2024-09-30,Q,83.36
ATLX,2024-09-30,Q,15.25
ATLN,2024-09-30,Q,48.73
ATLC,2024-09-30,Q,14.74
ATKR,2024-09-30,Q,35.87
ATER,2024-09-30,Q,8.59
WDC,2024-09-30,Q,345.71
ASYS,2024-09-30,Q,14.22
ASUR,2024-09-30,Q,26.55
WEAV,2024-09-30,Q,71.81
ASTS,2024-09-30,Q,287.95
ATAI,2024-09-30,Q,167.8
ATEC,2024-09-30,Q,141.77
WD,2024-09-30,Q,33.77
WBS,2024-09-30,Q,171.43
ATNF,2024-09-30,Q,1.03
AUPH,2024-09-30,Q,142.99
AUDAQ,2024-09-30,Q,4.73
AUB,2024-09-30,Q,89.78
ATYR,2024-09-30,Q,75.8
WAT,2024-09-30,Q,59.38
AVAH,2024-09-30,Q,193.23
AVA,2024-09-30,Q,78.7
WAL,2024-09-30,Q,110.07
WASH,2024-09-30,Q,17.06
ATRO,2024-09-30,Q,34.84
WBD,2024-09-30,Q,2453.17
ATRC,2024-09-30,Q,48.75
ATRA,2024-09-30,Q,4.91
ATR,2024-09-30,Q,66.54
ATROB,2024-09-30,Q,34.84
ATPC,2024-09-30,Q,3.85
ATOM,2024-09-30,Q,28.78
ATO,2024-09-30,Q,155.23
ATNM,2024-09-30,Q,31.2
ATNI,2024-09-30,Q,15.11
ATXG,2024-09-30,Q,4.3
ATUS,2024-09-30,Q,461.19
ATSG,2024-09-30,Q,65.76
ASTH,2024-09-30,Q,49.08
ASTC,2024-09-30,Q,1.7
AROW,2024-09-30,Q,16.73
WHF,2024-09-30,Q,23.24
AROC,2024-09-30,Q,168.94
ARMP,2024-09-30,Q,36.18
WHLM,2024-09-30,Q,5.16
WHLR,2024-09-30,Q,0.45
WHR,2024-09-30,Q,55.14
ARLP,2024-09-30,Q,128.06
WHD,2024-09-30,Q,79.58
ARRY,2024-09-30,Q,151.93
WGS,2024-09-30,Q,27.47
ARQT,2024-09-30,Q,116.89
WH,2024-09-30,Q,77.79
ARQ,2024-09-30,Q,36.51
ARKO,2024-09-30,Q,115.77
ARE,2024-09-30,Q,174.76
ARDX,2024-09-30,Q,236.85
WING,2024-09-30,Q,29.21
AREB,2024-09-30,Q,0.93
WINT,2024-09-30,Q,0.59
WINV,2024-09-30,Q,3.37
ARCH,2024-09-30,Q,18.08
AREC,2024-09-30,Q,77.42
WINA,2024-09-30,Q,3.52
ARIS,2024-09-30,Q,58.13
ARI,2024-09-30,Q,138.18
ARHS,2024-09-30,Q,140.53
ARES,2024-09-30,Q,313.0
ARTNA,2024-09-30,Q,10.3
WELL,2024-09-30,Q,622.69
ASLE,2024-09-30,Q,53.21
WEN,2024-09-30,Q,203.85
ASIX,2024-09-30,Q,26.73
WERN,2024-09-30,Q,61.81
WES,2024-09-30,Q,380.51
ASH,2024-09-30,Q,48.83
ASNS,2024-09-30,Q,6.02
ASRV,2024-09-30,Q,16.52
ASRT,2024-09-30,Q,95.34
WEC,2024-09-30,Q,316.35
ASPN,2024-09-30,Q,77.08
ASPI,2024-09-30,Q,68.41
ASTE,2024-09-30,Q,22.8
WEST,2024-09-30,Q,94.07
WFRD,2024-09-30,Q,72.65
ARW,2024-09-30,Q,52.59
ARVN,2024-09-30,Q,68.71
ASGN,2024-09-30,Q,44.2
WEX,2024-09-30,Q,39.78
WFC,2024-09-30,Q,3329.49
ASB,2024-09-30,Q,151.26
ADCT,2024-09-30,Q,96.69
ADC,2024-09-30,Q,103.52
ACVA,2024-09-30,Q,167.05
ZBH,2024-09-30,Q,199.07
ADD,2024-09-30,Q,0.52
Z,2024-09-30,Q,233.56
ADEA,2024-09-30,Q,109.26
ACU,2024-09-30,Q,3.69
ZBRA,2024-09-30,Q,51.58
ACON,2024-09-30,Q,10.14
ZETA,2024-09-30,Q,230.53
ACNT,2024-09-30,Q,10.13
ZEUS,2024-09-30,Q,11.13
ZEO,2024-09-30,Q,41.03
ACNB,2024-09-30,Q,8.55
ACMR,2024-09-30,Q,57.45
ZG,2024-09-30,Q,233.56
ACM,2024-09-30,Q,134.07
ACLX,2024-09-30,Q,53.76
ACR,2024-09-30,Q,7.87
ZCAR,2024-09-30,Q,0.76
ACTG,2024-09-30,Q,100.38
ZD,2024-09-30,Q,44.74
ACT,2024-09-30,Q,155.7
ACRE,2024-09-30,Q,54.52
ADM,2024-09-30,Q,478.14
ADMA,2024-09-30,Q,236.38
AEIS,2024-09-30,Q,37.67
AEI,2024-09-30,Q,9.24
AEE,2024-09-30,Q,266.67
AE,2024-09-30,Q,2.57
YETI,2024-09-30,Q,84.65
AESI,2024-09-30,Q,110.22
AES,2024-09-30,Q,711.03
AERT,2024-09-30,Q,44.5
AENT,2024-09-30,Q,50.96
AEP,2024-09-30,Q,532.12
AEON,2024-09-30,Q,39.59
YHGJ,2024-09-30,Q,25.85
ADP,2024-09-30,Q,407.46
ADNT,2024-09-30,Q,84.87
YUM,2024-09-30,Q,281.17
YUMC,2024-09-30,Q,384.42
YORW,2024-09-30,Q,14.36
YOSH,2024-09-30,Q,1.24
ADV,2024-09-30,Q,320.42
ADTX,2024-09-30,Q,4.22
ADTN,2024-09-30,Q,79.23
ADT,2024-09-30,Q,907.01
ACLS,2024-09-30,Q,32.62
ABCL,2024-09-30,Q,294.67
ABCB,2024-09-30,Q,69.07
ABBV,2024-09-30,Q,1767.14
ABAT,2024-09-30,Q,73.31
ABCP,2024-09-30,Q,41.99
ABG,2024-09-30,Q,19.59
ZPTA,2024-09-30,Q,38.63
ABEO,2024-09-30,Q,43.31
ZTS,2024-09-30,Q,453.05
AATC,2024-09-30,Q,5.47
AAGR,2024-09-30,Q,9.44
ZWS,2024-09-30,Q,169.71
AA,2024-09-30,Q,258.36
AAT,2024-09-30,Q,60.9
AAPL,2024-09-30,Q,15115.82
AAP,2024-09-30,Q,59.67
AAOI,2024-09-30,Q,40.9
ZVRA,2024-09-30,Q,52.62
AAL,2024-09-30,Q,657.13
ABL,2024-09-30,Q,74.65
ZIMV,2024-09-30,Q,27.6
ZION,2024-09-30,Q,147.7
ACEL,2024-09-30,Q,82.34
ZIP,2024-09-30,Q,97.7
ACDC,2024-09-30,Q,160.15
ACCO,2024-09-30,Q,92.88
ACGL,2024-09-30,Q,376.06
ACIW,2024-09-30,Q,104.66
ZI,2024-09-30,Q,342.9
ACHR,2024-09-30,Q,424.81
ACHC,2024-09-30,Q,92.89
ABR,2024-09-30,Q,188.61
ABOS,2024-09-30,Q,60.08
ABSI,2024-09-30,Q,113.56
ABNB,2024-09-30,Q,638.0
ABLT,2024-09-30,Q,0.03
ACA,2024-09-30,Q,48.78
ABT,2024-09-30,Q,1734.45
AEYE,2024-09-30,Q,11.88
ALE,2024-09-30,Q,57.82
ALCO,2024-09-30,Q,7.62
ALCE,2024-09-30,Q,3.47
ALBT,2024-09-30,Q,1.07
XEL,2024-09-30,Q,557.5
XBP,2024-09-30,Q,30.17
ALEX,2024-09-30,Q,72.63
ALIT,2024-09-30,Q,543.0
WYY,2024-09-30,Q,9.65
ALHC,2024-09-30,Q,191.7
ALGT,2024-09-30,Q,18.34
ALB,2024-09-30,Q,117.53
ALGS,2024-09-30,Q,3.32
ALGM,2024-09-30,Q,183.98
ALG,2024-09-30,Q,12.06
X,2024-09-30,Q,225.17
XELA,2024-09-30,Q,6.37
XHR,2024-09-30,Q,101.96
AKBA,2024-09-30,Q,210.29
AKAM,2024-09-30,Q,151.53
AKA,2024-09-30,Q,10.55
AJX,2024-09-30,Q,45.42
AJINY,2024-09-30,Q,515.73
AJG,2024-09-30,Q,219.4
AIZ,2024-09-30,Q,51.79
AIV,2024-09-30,Q,141.61
XELB,2024-09-30,Q,23.51
AL,2024-09-30,Q,111.38
AKYA,2024-09-30,Q,49.5
XERS,2024-09-30,Q,149.0
XGN,2024-09-30,Q,17.39
AKTS,2024-09-30,Q,154.59
XFOR,2024-09-30,Q,168.5
AKRO,2024-09-30,Q,69.43
AKR,2024-09-30,Q,119.65
WYNN,2024-09-30,Q,109.82
ALK,2024-09-30,Q,126.16
ALTO,2024-09-30,Q,76.63
ALTM,2024-09-30,Q,1075.43
ALTI,2024-09-30,Q,139.83
WULF,2024-09-30,Q,382.6
ALTG,2024-09-30,Q,33.09
ALTR,2024-09-30,Q,85.08
ALSN,2024-09-30,Q,86.62
ALRS,2024-09-30,Q,25.34
WW,2024-09-30,Q,79.86
ALTS,2024-09-30,Q,14.02
ALXO,2024-09-30,Q,52.67
WTRG,2024-09-30,Q,274.61
WTS,2024-09-30,Q,33.33
WU,2024-09-30,Q,337.8
WTTR,2024-09-30,Q,119.02
WTW,2024-09-30,Q,100.72
ALV,2024-09-30,Q,78.75
ALLY,2024-09-30,Q,303.98
ALLR,2024-09-30,Q,2.76
WY,2024-09-30,Q,726.58
ALLE,2024-09-30,Q,86.93
ALL,2024-09-30,Q,264.8
ALKT,2024-09-30,Q,100.5
ALKS,2024-09-30,Q,161.8
WWW,2024-09-30,Q,80.07
ALRM,2024-09-30,Q,49.25
WWD,2024-09-30,Q,59.66
ALNY,2024-09-30,Q,128.98
ALNT,2024-09-30,Q,16.84
WWR,2024-09-30,Q,58.97
AIT,2024-09-30,Q,38.45
AGFY,2024-09-30,Q,1.33
AGEN,2024-09-30,Q,21.57
AGCO,2024-09-30,Q,74.64
XXII,2024-09-30,Q,46.37
XTNT,2024-09-30,Q,130.31
AGRI,2024-09-30,Q,101.34
AGR,2024-09-30,Q,386.91
AGO,2024-09-30,Q,52.64
AGNC,2024-09-30,Q,782.46
AGM,2024-09-30,Q,10.88
AGL,2024-09-30,Q,411.48
XRX,2024-09-30,Q,124.33
AFCG,2024-09-30,Q,20.67
YCBD,2024-09-30,Q,3.76
AFBI,2024-09-30,Q,6.41
XYL,2024-09-30,Q,242.95
AFRM,2024-09-30,Q,313.98
AFL,2024-09-30,Q,555.53
AFIB,2024-09-30,Q,29.78
AFG,2024-09-30,Q,83.9
AGS,2024-09-30,Q,40.24
AIP,2024-09-30,Q,40.18
AIN,2024-09-30,Q,31.3
XOM,2024-09-30,Q,4395.1
XOMA,2024-09-30,Q,11.7
AIM,2024-09-30,Q,63.71
AILE,2024-09-30,Q,141.17
XOS,2024-09-30,Q,8.02
AIG,2024-09-30,Q,623.77
XLO,2024-09-30,Q,43.95
AIRT,2024-09-30,Q,2.76
AIRS,2024-09-30,Q,57.59
AIRI,2024-09-30,Q,3.34
AIRE,2024-09-30,Q,45.87
XMTR,2024-09-30,Q,49.56
XNCR,2024-09-30,Q,69.98
AHH,2024-09-30,Q,86.54
AHCO,2024-09-30,Q,134.54
XPRO,2024-09-30,Q,117.5
XRAY,2024-09-30,Q,198.78
XPON,2024-09-30,Q,0.92
XPEL,2024-09-30,Q,27.64
AHT,2024-09-30,Q,5.02
AHR,2024-09-30,Q,152.87
XPO,2024-09-30,Q,116.4
XPOF,2024-09-30,Q,48.21
BX,2024-09-30,Q,722.0
BWXT,2024-09-30,Q,91.41
USIO,2024-09-30,Q,27.36
BWMN,2024-09-30,Q,18.2
BWIN,2024-09-30,Q,117.58
BWFG,2024-09-30,Q,7.86
BWEN,2024-09-30,Q,21.99
BXC,2024-09-30,Q,8.38
BYFC,2024-09-30,Q,9.11
BYD,2024-09-30,Q,88.39
USEG,2024-09-30,Q,28.05
BXSL,2024-09-30,Q,206.41
BXP,2024-09-30,Q,157.06
BXMT,2024-09-30,Q,172.99
USFD,2024-09-30,Q,244.56
BY,2024-09-30,Q,44.38
USM,2024-09-30,Q,86.0
BWB,2024-09-30,Q,27.43
BURU,2024-09-30,Q,4.22
BTU,2024-09-30,Q,125.9
BUSE,2024-09-30,Q,56.85
BWA,2024-09-30,Q,218.7
BW,2024-09-30,Q,92.2
BVS,2024-09-30,Q,81.15
USPH,2024-09-30,Q,15.08
BVFL,2024-09-30,Q,11.39
BV,2024-09-30,Q,94.6
BYND,2024-09-30,Q,65.04
UPS,2024-09-30,Q,853.37
UPST,2024-09-30,Q,89.51
UPWK,2024-09-30,Q,132.01
CAKE,2024-09-30,Q,51.04
CAH,2024-09-30,Q,242.01
URG,2024-09-30,Q,364.1
URGN,2024-09-30,Q,23.45
UPXI,2024-09-30,Q,1.04
CANOQ,2024-09-30,Q,5.41
UPLD,2024-09-30,Q,27.27
UPHL,2024-09-30,Q,18.93
C,2024-09-30,Q,1891.27
USB,2024-09-30,Q,1560.51
BZH,2024-09-30,Q,31.08
BZFD,2024-09-30,Q,37.95
USCB,2024-09-30,Q,19.62
BYON,2024-09-30,Q,46.05
URI,2024-09-30,Q,65.62
CADL,2024-09-30,Q,32.08
USAQ,2024-09-30,Q,10.49
CACI,2024-09-30,Q,22.41
CACC,2024-09-30,Q,12.11
USAC,2024-09-30,Q,117.01
CAC,2024-09-30,Q,14.57
CABO,2024-09-30,Q,5.62
USAP,2024-09-30,Q,9.31
BRDG,2024-09-30,Q,121.1
BRCC,2024-09-30,Q,212.74
VBTX,2024-09-30,Q,54.39
VC,2024-09-30,Q,27.62
BRBS,2024-09-30,Q,73.52
BRBR,2024-09-30,Q,129.24
VBFC,2024-09-30,Q,1.5
BRKR,2024-09-30,Q,151.39
BRKL,2024-09-30,Q,88.91
VASO,2024-09-30,Q,175.55
BRK.B,2024-09-30,Q,2156.41
BRK.A,2024-09-30,Q,1.44
VATE,2024-09-30,Q,13.05
BPMC,2024-09-30,Q,63.53
VCTR,2024-09-30,Q,64.92
BOXL,2024-09-30,Q,9.81
BR,2024-09-30,Q,116.89
BQ,2024-09-30,Q,10.72
VCNX,2024-09-30,Q,2.6
BPOP,2024-09-30,Q,72.33
UTZ,2024-09-30,Q,140.89
BTAI,2024-09-30,Q,40.74
BSY,2024-09-30,Q,290.62
BSX,2024-09-30,Q,1473.83
BTBD,2024-09-30,Q,6.11
UVE,2024-09-30,Q,28.29
BSRR,2024-09-30,Q,14.19
UVSP,2024-09-30,Q,29.04
UVV,2024-09-30,Q,24.69
BSM,2024-09-30,Q,210.69
UTGN,2024-09-30,Q,3.17
UTI,2024-09-30,Q,53.81
BTMD,2024-09-30,Q,36.33
BTM,2024-09-30,Q,59.92
UTL,2024-09-30,Q,16.17
BTSG,2024-09-30,Q,174.13
BRSP,2024-09-30,Q,129.68
BROS,2024-09-30,Q,154.19
BRO,2024-09-30,Q,285.96
VAPO,2024-09-30,Q,6.26
BRLT,2024-09-30,Q,98.59
BRT,2024-09-30,Q,18.77
BSGM,2024-09-30,Q,16.34
V,2024-09-30,Q,1858.0
VABK,2024-09-30,Q,5.37
BSBK,2024-09-30,Q,13.12
VAC,2024-09-30,Q,35.06
BRY,2024-09-30,Q,76.94
BRX,2024-09-30,Q,302.06
VAL,2024-09-30,Q,71.12
VECO,2024-09-30,Q,56.78
UPBD,2024-09-30,Q,54.7
CAPL,2024-09-30,Q,38.03
CDRE,2024-09-30,Q,40.61
CDP,2024-09-30,Q,112.69
CDNS,2024-09-30,Q,274.26
UCB,2024-09-30,Q,119.28
CE,2024-09-30,Q,109.27
CDZI,2024-09-30,Q,67.9
UBSI,2024-09-30,Q,135.22
CDXS,2024-09-30,Q,81.38
CDXC,2024-09-30,Q,76.38
CDW,2024-09-30,Q,133.26
CDLX,2024-09-30,Q,49.84
UE,2024-09-30,Q,124.87
CCSI,2024-09-30,Q,19.3
CCS,2024-09-30,Q,31.34
CCRD,2024-09-30,Q,8.02
UEIC,2024-09-30,Q,12.98
UDR,2024-09-30,Q,329.96
CDE,2024-09-30,Q,399.25
UCTT,2024-09-30,Q,45.06
CF,2024-09-30,Q,174.02
CETY,2024-09-30,Q,44.58
CETX,2024-09-30,Q,0.29
CFB,2024-09-30,Q,49.3
UA,2024-09-30,Q,432.33
UAA,2024-09-30,Q,432.33
CERT,2024-09-30,Q,160.89
CERS,2024-09-30,Q,185.71
U,2024-09-30,Q,402.84
CERO,2024-09-30,Q,150.31
CFBK,2024-09-30,Q,5.13
CFLT,2024-09-30,Q,327.99
TYGO,2024-09-30,Q,60.48
TYL,2024-09-30,Q,42.8
CFG,2024-09-30,Q,440.7
CFFI,2024-09-30,Q,3.27
UAL,2024-09-30,Q,328.88
CELH,2024-09-30,Q,235.03
UBCP,2024-09-30,Q,5.95
CELC,2024-09-30,Q,37.03
UBER,2024-09-30,Q,2105.71
CEIX,2024-09-30,Q,29.39
CEIN,2024-09-30,Q,243.64
CEG,2024-09-30,Q,312.69
CECO,2024-09-30,Q,34.98
UBFO,2024-09-30,Q,17.32
UAMY,2024-09-30,Q,108.44
UAN,2024-09-30,Q,17.12
CENX,2024-09-30,Q,92.79
CENT,2024-09-30,Q,67.42
UAVS,2024-09-30,Q,0.35
CELU,2024-09-30,Q,21.99
CENTA,2024-09-30,Q,67.42
CCOI,2024-09-30,Q,49.0
CBAN,2024-09-30,Q,17.59
UNCY,2024-09-30,Q,94.36
CB,2024-09-30,Q,403.1
CAVA,2024-09-30,Q,114.32
CAUD,2024-09-30,Q,22.67
UNH,2024-09-30,Q,923.42
CATY,2024-09-30,Q,72.17
CATX,2024-09-30,Q,67.43
UMH,2024-09-30,Q,78.53
CBFV,2024-09-30,Q,5.14
UNB,2024-09-30,Q,4.52
UNIT,2024-09-30,Q,244.15
CARS,2024-09-30,Q,66.02
CARR,2024-09-30,Q,897.23
CARM,2024-09-30,Q,41.54
UONE,2024-09-30,Q,48.17
CARE,2024-09-30,Q,23.07
CAR,2024-09-30,Q,35.14
UP,2024-09-30,Q,697.81
UONEK,2024-09-30,Q,48.17
CARV,2024-09-30,Q,5.14
CAT,2024-09-30,Q,482.8
UNM,2024-09-30,Q,182.61
UNP,2024-09-30,Q,606.26
UNTY,2024-09-30,Q,9.98
UMBF,2024-09-30,Q,48.8
UGRO,2024-09-30,Q,12.32
UHAL,2024-09-30,Q,196.08
CCCS,2024-09-30,Q,625.5
UHG,2024-09-30,Q,48.41
UHS,2024-09-30,Q,66.71
UHT,2024-09-30,Q,13.85
CCBG,2024-09-30,Q,16.94
CCO,2024-09-30,Q,489.08
CCNE,2024-09-30,Q,21.0
UFI,2024-09-30,Q,18.25
CCLD,2024-09-30,Q,16.21
UFPI,2024-09-30,Q,60.72
UFPT,2024-09-30,Q,7.67
CCK,2024-09-30,Q,120.64
CCI,2024-09-30,Q,434.6
ULS,2024-09-30,Q,200.12
CBOE,2024-09-30,Q,104.69
CBNK,2024-09-30,Q,13.91
ULH,2024-09-30,Q,26.32
ULY,2024-09-30,Q,13.43
UMAC,2024-09-30,Q,6.18
UI,2024-09-30,Q,60.47
CCB,2024-09-30,Q,13.46
CCAP,2024-09-30,Q,37.06
CC,2024-09-30,Q,149.41
UIS,2024-09-30,Q,69.36
CBZ,2024-09-30,Q,50.2
CBUS,2024-09-30,Q,23.09
CBT,2024-09-30,Q,54.82
ULBI,2024-09-30,Q,16.62
ULCC,2024-09-30,Q,225.37
CBSH,2024-09-30,Q,128.92
CBRRF,2024-09-30,Q,6.76
CBRE,2024-09-30,Q,306.02
CBU,2024-09-30,Q,52.54
BOWL,2024-09-30,Q,146.91
VRTX,2024-09-30,Q,258.1
BBIO,2024-09-30,Q,188.03
BBGI,2024-09-30,Q,1.52
VRTS,2024-09-30,Q,7.08
BCC,2024-09-30,Q,39.48
BCBP,2024-09-30,Q,17.03
VRPX,2024-09-30,Q,4.89
VRRM,2024-09-30,Q,164.8
VRSK,2024-09-30,Q,141.21
VRSN,2024-09-30,Q,96.1
BC,2024-09-30,Q,65.98
BCAL,2024-09-30,Q,32.14
BATL,2024-09-30,Q,16.46
VSH,2024-09-30,Q,136.76
BARK,2024-09-30,Q,173.55
BANR,2024-09-30,Q,34.46
BANF,2024-09-30,Q,33.02
BAND,2024-09-30,Q,27.51
BANC,2024-09-30,Q,168.6
VSEC,2024-09-30,Q,18.43
BBDC,2024-09-30,Q,105.56
VSAT,2024-09-30,Q,128.39
BBAI,2024-09-30,Q,250.07
BAX,2024-09-30,Q,510.18
BATRA,2024-09-30,Q,61.87
VRNS,2024-09-30,Q,112.47
BE,2024-09-30,Q,228.51
BDSX,2024-09-30,Q,145.47
BDRL,2024-09-30,Q,14.52
BDN,2024-09-30,Q,172.67
VOYA,2024-09-30,Q,98.32
BEN,2024-09-30,Q,523.0
BELFB,2024-09-30,Q,12.55
BELFA,2024-09-30,Q,12.55
BEEP,2024-09-30,Q,31.73
BEEM,2024-09-30,Q,14.62
BECN,2024-09-30,Q,61.89
VRE,2024-09-30,Q,92.9
BCPC,2024-09-30,Q,32.51
VREX,2024-09-30,Q,40.9
BCOW,2024-09-30,Q,5.98
BCO,2024-09-30,Q,44.14
VRM,2024-09-30,Q,1.82
BCML,2024-09-30,Q,11.16
VRME,2024-09-30,Q,10.39
VRNA,2024-09-30,Q,81.24
BDCO,2024-09-30,Q,14.92
BDC,2024-09-30,Q,40.34
BCRX,2024-09-30,Q,206.89
BCTF,2024-09-30,Q,6.61
VRCA,2024-09-30,Q,45.6
BCSF,2024-09-30,Q,64.56
VRDN,2024-09-30,Q,63.89
BALY,2024-09-30,Q,40.67
VVV,2024-09-30,Q,128.87
AVTR,2024-09-30,Q,680.61
VVX,2024-09-30,Q,31.56
AVT,2024-09-30,Q,86.94
VWESQ,2024-09-30,Q,62.81
AVY,2024-09-30,Q,80.35
AWR,2024-09-30,Q,37.46
AWK,2024-09-30,Q,194.89
AWIN,2024-09-30,Q,0.92
AWI,2024-09-30,Q,43.59
AWH,2024-09-30,Q,16.06
AVPT,2024-09-30,Q,186.73
VVI,2024-09-30,Q,21.16
W,2024-09-30,Q,125.32
WAB,2024-09-30,Q,171.89
WABC,2024-09-30,Q,26.69
AVDX,2024-09-30,Q,207.85
AVD,2024-09-30,Q,28.84
AVB,2024-09-30,Q,142.22
AVNW,2024-09-30,Q,12.68
AVNT,2024-09-30,Q,91.36
AVNS,2024-09-30,Q,45.96
VYX,2024-09-30,Q,145.37
VZ,2024-09-30,Q,4209.63
AZTR,2024-09-30,Q,7.63
AZEK,2024-09-30,Q,144.7
AYTU,2024-09-30,Q,6.15
VSTO,2024-09-30,Q,58.38
BALL,2024-09-30,Q,298.43
BAH,2024-09-30,Q,127.77
VST,2024-09-30,Q,343.56
BAFN,2024-09-30,Q,4.13
BAER,2024-09-30,Q,53.99
BACK,2024-09-30,Q,1.15
BAC,2024-09-30,Q,7672.88
VSTM,2024-09-30,Q,40.24
BA,2024-09-30,Q,618.2
B,2024-09-30,Q,50.94
VTR,2024-09-30,Q,419.36
AXL,2024-09-30,Q,117.58
VTRS,2024-09-30,Q,1193.59
AXGN,2024-09-30,Q,43.83
AXDX,2024-09-30,Q,23.68
VTS,2024-09-30,Q,29.45
VTSI,2024-09-30,Q,11.17
AX,2024-09-30,Q,57.09
AWX,2024-09-30,Q,3.9
VTOL,2024-09-30,Q,28.62
AXON,2024-09-30,Q,75.57
AXTI,2024-09-30,Q,44.48
AXTA,2024-09-30,Q,218.06
AXSM,2024-09-30,Q,47.5
VTLE,2024-09-30,Q,38.18
AXS,2024-09-30,Q,83.65
AXP,2024-09-30,Q,704.45
VTNRQ,2024-09-30,Q,93.51
BLZE,2024-09-30,Q,44.26
BLUE,2024-09-30,Q,193.91
VIAV,2024-09-30,Q,221.81
VICI,2024-09-30,Q,1054.17
BMBL,2024-09-30,Q,112.56
BMY,2024-09-30,Q,2028.18
BMRN,2024-09-30,Q,190.58
BMRC,2024-09-30,Q,16.28
VHI,2024-09-30,Q,28.3
BMNM,2024-09-30,Q,10.07
BLNK,2024-09-30,Q,101.15
BLD,2024-09-30,Q,29.5
BLCO,2024-09-30,Q,352.08
BLDR,2024-09-30,Q,116.45
BLBD,2024-09-30,Q,32.36
VIR,2024-09-30,Q,137.72
BL,2024-09-30,Q,62.17
BKYI,2024-09-30,Q,3.11
BLND,2024-09-30,Q,255.88
BLMN,2024-09-30,Q,84.97
BLIN,2024-09-30,Q,10.42
BLFY,2024-09-30,Q,23.21
BLFS,2024-09-30,Q,46.14
BLKB,2024-09-30,Q,50.72
BOKF,2024-09-30,Q,64.12
BOH,2024-09-30,Q,39.75
VERA,2024-09-30,Q,55.03
BOF,2024-09-30,Q,6.92
BODI,2024-09-30,Q,6.92
VERB,2024-09-30,Q,0.73
BOC,2024-09-30,Q,31.47
BOLT,2024-09-30,Q,38.26
BOTJ,2024-09-30,Q,4.57
VEEE,2024-09-30,Q,9.52
BOOM,2024-09-30,Q,20.04
VEL,2024-09-30,Q,33.11
VERO,2024-09-30,Q,7.26
BNL,2024-09-30,Q,188.55
VFC,2024-09-30,Q,389.32
VFF,2024-09-30,Q,111.73
BNGO,2024-09-30,Q,86.0
BNCC,2024-09-30,Q,3.54
VERI,2024-09-30,Q,38.08
VERX,2024-09-30,Q,155.88
BKU,2024-09-30,Q,74.75
BKTI,2024-09-30,Q,3.54
BGS,2024-09-30,Q,79.16
BGNE,2024-09-30,Q,97.34
VMI,2024-09-30,Q,20.03
BGI,2024-09-30,Q,19.17
BGFV,2024-09-30,Q,22.7
BGC,2024-09-30,Q,528.34
BG,2024-09-30,Q,139.63
BGXX,2024-09-30,Q,191.17
BHM,2024-09-30,Q,3.96
VLTO,2024-09-30,Q,247.31
BHLB,2024-09-30,Q,42.98
BHIL,2024-09-30,Q,5.58
BHF,2024-09-30,Q,60.76
BHE,2024-09-30,Q,36.0
VMD,2024-09-30,Q,38.94
VLY,2024-09-30,Q,509.22
BHB,2024-09-30,Q,15.27
VMC,2024-09-30,Q,132.06
BH,2024-09-30,Q,2.28
BHC,2024-09-30,Q,367.8
BFAM,2024-09-30,Q,58.18
VNT,2024-09-30,Q,150.2
BETR,2024-09-30,Q,15.14
